,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales Price,Quantity,Discount,Profit,Order ID Year,Days to Ship,Customer Name Masked,Original Price,Total Revenue,Total Profit,Discount Price,Total Discount,Shipping Urgency,Days Last Order,Overall Revenue Generated,Overall Quantity Sold,Overall Discount Given,Ship Category,Discounted Price
90,187,CA-2014-123260,2014-08-26,2014-08-30,Standard Class,FM-14290,Home Office,United States,Los Angeles,California,90032,West,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,176.8,8,0.0,22.984,2014,4,FM,176.8,1414.4,183.872,0.0,0.0,Standard,2791,4375.284000000001,36,1.4000000000000001,1-5 Days,176.8
91,188,CA-2016-157000,2016-07-16,2016-07-22,Standard Class,AM-10360,Corporate,United States,Grand Prairie,Texas,75051,Central,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",37.224,3,0.2,3.7224,2016,6,AM,46.529999999999994,111.672,11.1672,9.306,27.918,Standard,2971,2358.072,25,0.6000000000000001,6-30 Days,37.224
93,195,CA-2015-131457,2015-10-31,2015-10-31,Standard Class,MZ-17515,Corporate,United States,Redlands,California,92374,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,7,0.0,6.7116,2015,0,MZ,14.28,99.96,46.9812,0.0,0.0,Immediate,3037,1215.44,19,1.2,,14.28
94,196,CA-2014-140004,2014-03-21,2014-03-25,Standard Class,CB-12025,Consumer,United States,Hamilton,Ohio,45011,East,OFF-AR-10004685,Office Supplies,Art,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",7.408,2,0.2,1.2038,2014,4,CB,9.26,14.816,2.4076,1.852,3.704,Standard,2802,15107.978,47,1.6,1-5 Days,7.4079999999999995
95,198,CA-2017-107720,2017-06-11,2017-11-13,Standard Class,VM-21685,Home Office,United States,Westfield,New Jersey,07090,East,OFF-ST-10001414,Office Supplies,Storage,Decoflex Hanging Personal Folder File,46.26,3,0.0,12.0276,2017,155,VM,46.26,138.78,36.0828,0.0,0.0,Standard,2922,7286.482,24,0.6000000000000001,31+ Days,46.26
96,199,US-2017-124303,2017-06-07,2017-07-13,Standard Class,FH-14365,Corporate,United States,Philadelphia,Pennsylvania,19120,East,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2.946,2,0.7,-2.2586,2017,36,FH,9.819999999999999,5.892,-4.5172,6.873999999999999,13.747999999999998,Standard,2760,19981.608,35,1.4,31+ Days,2.9459999999999997
97,201,CA-2017-105074,2017-06-24,2017-06-29,Standard Class,MB-17305,Consumer,United States,Akron,Ohio,44312,East,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,21.744,3,0.2,6.795,2017,5,MB,27.18,65.232,20.384999999999998,5.436,16.308,Standard,2774,3245.522,40,1.8,1-5 Days,21.744
100,205,CA-2017-126382,2017-03-06,2017-07-06,Standard Class,HK-14890,Corporate,United States,Franklin,Tennessee,37064,South,FUR-FU-10002960,Furniture,Furnishings,"Eldon 200 Class Desk Accessories, Burgundy",35.168,7,0.2,9.6712,2017,122,HK,43.959999999999994,246.176,67.6984,8.792,61.544,Standard,3034,5379.639999999999,34,1.4,31+ Days,35.16799999999999
101,206,CA-2017-108329,2017-09-12,2017-12-14,Standard Class,LE-16810,Consumer,United States,Whittier,California,90604,West,TEC-PH-10001918,Technology,Phones,Nortel Business Series Terminal T7208 Digital phone,444.768,4,0.2,44.4768,2017,93,LE,555.9599999999999,1779.072,177.9072,111.192,444.768,Standard,2864,3881.1839999999997,21,1.3,31+ Days,444.7679999999999
102,207,CA-2017-135860,2017-01-12,2017-07-12,Standard Class,JH-15985,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-ST-10000642,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,4,0.0,5.8744,2017,181,JH,83.92,335.68,23.4976,0.0,0.0,Standard,3107,71344.596,32,0.8,31+ Days,83.92
103,212,CA-2015-101007,2015-09-02,2015-09-02,Second Class,MS-17980,Corporate,United States,Dallas,Texas,75220,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,20.8,2,0.2,6.5,2015,0,MS,26.0,41.6,13.0,5.2,10.4,Immediate,3017,3425.968,29,0.9,,20.8
104,213,CA-2015-146262,2015-02-01,2015-09-01,Standard Class,VW-21775,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,Office Supplies,Labels,Avery 505,23.68,2,0.2,8.88,2015,212,VW,29.599999999999998,47.36,17.76,5.92,11.84,Standard,2798,20597.874,49,1.1,31+ Days,23.68
105,218,CA-2016-130162,2016-10-28,2016-10-28,Standard Class,JH-15910,Consumer,United States,Los Angeles,California,90032,West,OFF-ST-10001328,Office Supplies,Storage,"Personal Filing Tote with Lid, Black/Gray",93.06,6,0.0,26.0568,2016,0,JH,93.06,558.36,156.3408,0.0,0.0,Immediate,2780,2090.873,25,1.1,,93.06
106,220,CA-2015-169397,2015-12-24,2015-12-27,First Class,JB-15925,Consumer,United States,Dublin,Ohio,43017,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,5.584,2,0.2,1.8148,2015,3,JB,6.9799999999999995,11.168,3.6296,1.396,2.792,Urgent,3492,1602.1999999999998,12,0.4,1-5 Days,5.584
107,226,CA-2015-163055,2015-09-08,2015-09-08,Standard Class,DS-13180,Corporate,United States,Detroit,Michigan,48227,Central,OFF-AR-10001026,Office Supplies,Art,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2.2,1,0.0,0.968,2015,0,DS,2.2,2.2,0.968,0.0,0.0,Immediate,2926,5868.6316,23,1.47,,2.2
108,229,US-2015-145436,2015-02-28,2015-04-03,Standard Class,VD-21670,Consumer,United States,Columbia,Tennessee,38401,South,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,161.568,2,0.2,-28.2744,2015,34,VD,201.96,323.136,-56.5488,40.392,80.784,Standard,3336,9225.93,22,0.6000000000000001,31+ Days,161.568
109,231,US-2014-156216,2014-09-13,2014-09-17,Standard Class,EA-14035,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-BI-10001679,Office Supplies,Binders,GBC Instant Index System for Binding Systems,18.648,7,0.7,-12.432,2014,4,EA,62.15999999999999,130.536,-87.024,43.51199999999999,304.58399999999995,Standard,2907,8577.399,52,3.3,1-5 Days,18.647999999999996
111,237,CA-2017-160514,2017-12-11,2017-12-11,Standard Class,DB-13120,Corporate,United States,Santa Clara,California,95051,West,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),10.56,2,0.0,4.752,2017,0,DB,10.56,21.12,9.504,0.0,0.0,Immediate,2774,18999.356,31,1.4000000000000001,,10.56
112,238,CA-2016-157749,2016-04-06,2016-09-06,Second Class,KL-16645,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10003349,Office Supplies,Paper,Xerox 1957,25.92,5,0.2,9.396,2016,153,KL,32.4,129.60000000000002,46.980000000000004,6.48,32.400000000000006,Standard,2802,25143.482,51,1.3,31+ Days,25.919999999999998
114,250,CA-2016-154739,2016-10-12,2016-12-15,Second Class,LH-17155,Consumer,United States,San Francisco,California,94109,West,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",321.568,2,0.2,28.1372,2016,64,LH,401.96,643.136,56.2744,80.392,160.784,Standard,3182,2275.552,20,1.0,31+ Days,321.568
115,251,CA-2016-145625,2016-11-09,2016-11-09,Standard Class,KC-16540,Consumer,United States,San Diego,California,92037,West,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",7.61,1,0.0,3.5767,2016,0,KC,7.61,7.61,3.5767,0.0,0.0,Immediate,2852,4352.74,15,1.0,,7.61
116,253,CA-2016-146941,2016-10-12,2016-12-13,First Class,DL-13315,Consumer,United States,New York City,New York,10024,East,OFF-ST-10001228,Office Supplies,Storage,"Fellowes Personal Hanging Folder Files, Navy",80.58,6,0.0,22.5624,2016,62,DL,80.58,483.48,135.3744,0.0,0.0,Standard,2790,2951.5660000000003,48,1.4000000000000001,31+ Days,80.58
117,255,US-2015-159982,2015-11-28,2015-11-28,Standard Class,DR-12880,Corporate,United States,Chicago,Illinois,60623,Central,FUR-FU-10002505,Furniture,Furnishings,Eldon 100 Class Desk Accessories,12.132,9,0.6,-8.4924,2015,0,DR,30.33,109.188,-76.4316,18.197999999999997,163.78199999999998,Immediate,2758,16605.678,49,1.6,,12.132000000000001
118,259,CA-2017-163139,2017-01-12,2017-03-12,Second Class,CC-12670,Consumer,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,20.37,3,0.0,6.9258,2017,59,CC,20.37,61.11,20.7774,0.0,0.0,Standard,2950,9193.8715,24,1.35,31+ Days,20.37
119,262,US-2017-155299,2017-08-06,2017-12-06,Standard Class,Dl-13600,Corporate,United States,Pasadena,Texas,77506,Central,OFF-AP-10002203,Office Supplies,Appliances,Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,1.624,2,0.8,-4.466,2017,122,Dl,8.120000000000003,3.248,-8.932,6.496000000000002,12.992000000000004,Standard,2901,2171.822,16,1.3,31+ Days,1.6240000000000006
121,265,CA-2016-125318,2016-06-06,2016-06-13,Standard Class,RC-19825,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10001433,Technology,Phones,Cisco Small Business SPA 502G VoIP phone,328.224,4,0.2,28.7196,2016,7,RC,410.28,1312.896,114.8784,82.056,328.224,Standard,3124,1926.009,19,0.7,6-30 Days,328.224
122,266,CA-2015-155040,2015-10-11,2015-11-15,Standard Class,AH-10210,Consumer,United States,Brentwood,California,94513,West,TEC-AC-10004469,Technology,Accessories,Microsoft Sculpt Comfort Mouse,79.9,2,0.0,35.156,2015,35,AH,79.9,159.8,70.312,0.0,0.0,Standard,2761,16831.252,38,1.0,31+ Days,79.9
123,267,CA-2017-136826,2017-06-16,2017-06-20,Standard Class,CB-12535,Corporate,United States,Chapel Hill,North Carolina,27514,South,OFF-AR-10003602,Office Supplies,Art,"Quartet Omega Colored Chalk, 12/Pack",14.016,3,0.2,4.7304,2017,4,CB,17.52,42.048,14.191200000000002,3.504,10.512,Standard,2952,3241.2875,27,0.55,1-5 Days,14.016
124,268,CA-2016-111010,2016-01-22,2016-01-28,Standard Class,PG-18895,Consumer,United States,Morristown,New Jersey,07960,East,OFF-FA-10003472,Office Supplies,Fasteners,Bagged Rubber Bands,7.56,6,0.0,0.3024,2016,6,PG,7.56,45.36,1.8144,0.0,0.0,Standard,2820,3910.772,37,0.4,6-30 Days,7.56
125,269,US-2017-145366,2017-09-12,2017-12-13,Standard Class,CA-12310,Corporate,United States,Cincinnati,Ohio,45231,East,OFF-ST-10004180,Office Supplies,Storage,Safco Commercial Shelving,37.208,1,0.2,-7.4416,2017,92,CA,46.51,37.208,-7.4416,9.302,9.302,Standard,2768,2742.608,9,0.4,31+ Days,37.208
128,275,CA-2017-118136,2017-09-16,2017-09-17,First Class,BB-10990,Corporate,United States,Inglewood,California,90301,West,OFF-PA-10002615,Office Supplies,Paper,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",8.82,2,0.0,4.0572,2017,1,BB,8.82,17.64,8.1144,0.0,0.0,Urgent,2860,1021.0039999999999,21,1.2000000000000002,1-5 Days,8.82
129,277,CA-2017-132976,2017-10-13,2017-10-17,Standard Class,AG-10495,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-PA-10000673,Office Supplies,Paper,"Post-it �Important Message� Note Pad, Neon Colors, 50 Sheets/Pad",11.648,2,0.2,4.0768,2017,4,AG,14.559999999999999,23.296,8.1536,2.912,5.824,Standard,2833,7176.335999999999,39,1.2000000000000002,1-5 Days,11.648
130,281,US-2015-161991,2015-09-26,2015-09-28,Second Class,SC-20725,Consumer,United States,Houston,Texas,77070,Central,OFF-BI-10004967,Office Supplies,Binders,Round Ring Binders,2.08,5,0.8,-3.432,2015,2,SC,10.400000000000002,10.4,-17.16,8.320000000000002,41.60000000000001,Urgent,2942,19278.88,57,1.5,1-5 Days,2.08
132,284,CA-2015-130883,2015-09-26,2015-09-26,Standard Class,TB-21520,Consumer,United States,Portland,Oregon,97206,West,OFF-PA-10000474,Office Supplies,Paper,Easy-staple paper,141.76,5,0.2,47.844,2015,0,TB,177.2,708.8,239.22,35.44,177.2,Immediate,2862,24219.94,38,2.1,,141.76
134,290,CA-2016-110772,2016-11-20,2016-11-24,Second Class,NZ-18565,Home Office,United States,Columbus,Ohio,43229,East,OFF-FA-10002983,Office Supplies,Fasteners,Advantus SlideClip Paper Clips,19.096,7,0.2,6.6836,2016,4,NZ,23.869999999999997,133.672,46.7852,4.774,33.418,Standard,2958,3797.7360000000003,41,2.4,1-5 Days,19.095999999999997
135,294,CA-2014-111451,2014-12-26,2014-12-28,First Class,KL-16555,Corporate,United States,Colorado Springs,Colorado,80906,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13"" Diameter Goldtone Round Wall Clock",300.416,8,0.2,78.8592,2014,2,KL,375.52,2403.328,630.8736,75.104,600.832,Urgent,2754,8444.583999999999,31,2.1,1-5 Days,300.416
136,299,CA-2016-142545,2016-10-28,2016-10-28,Standard Class,JD-15895,Corporate,United States,Belleville,New Jersey,07109,East,OFF-PA-10002105,Office Supplies,Paper,Xerox 223,32.4,5,0.0,15.552,2016,0,JD,32.4,162.0,77.75999999999999,0.0,0.0,Immediate,3180,24256.206000000002,47,0.7000000000000001,,32.4
138,305,CA-2015-144253,2015-04-05,2015-09-05,Second Class,AS-10225,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,26.8,2,0.0,12.864,2015,153,AS,26.8,53.6,25.728,0.0,0.0,Standard,2859,1480.118,12,0.4,31+ Days,26.8
139,306,CA-2014-130960,2014-12-30,2015-04-01,Standard Class,KB-16600,Corporate,United States,Taylor,Michigan,48180,Central,OFF-AR-10003651,Office Supplies,Art,Newell 350,9.84,3,0.0,2.8536,2014,92,KB,9.84,29.52,8.5608,0.0,0.0,Standard,2756,4073.59,23,1.6,31+ Days,9.84
140,307,CA-2014-111003,2014-01-06,2014-06-06,Standard Class,CR-12625,Home Office,United States,Lakewood,New Jersey,08701,East,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0.0,20.9208,2014,151,CR,45.48,136.44,62.7624,0.0,0.0,Standard,3225,438.32,8,0.0,31+ Days,45.48
141,309,CA-2017-126774,2017-04-15,2017-04-17,First Class,SH-20395,Consumer,United States,Arlington,Virginia,22204,South,OFF-AR-10002804,Office Supplies,Art,Faber Castell Col-Erase Pencils,4.89,1,0.0,2.0049,2017,2,SH,4.89,4.89,2.0049,0.0,0.0,Urgent,2837,920.019,24,2.2,1-5 Days,4.89
142,310,CA-2016-142902,2016-12-09,2016-12-09,Second Class,BP-11185,Corporate,United States,Arvada,Colorado,80004,West,FUR-FU-10001918,Furniture,Furnishings,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15.136,4,0.2,3.5948,2016,0,BP,18.919999999999998,60.544,14.3792,3.784,15.136,Immediate,2756,6935.704000000001,32,1.5,,15.136
143,314,CA-2014-120887,2014-09-27,2014-10-03,Standard Class,TS-21205,Corporate,United States,Hackensack,New Jersey,07601,East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.0,37.6422,2014,6,TS,87.54,262.62,112.92660000000001,0.0,0.0,Standard,2953,3421.552,20,0.8,6-30 Days,87.54
144,315,CA-2014-167850,2014-09-08,2014-09-08,Standard Class,AG-10525,Corporate,United States,Saint Petersburg,Florida,33710,South,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,178.384,2,0.2,22.298,2014,0,AG,222.97999999999996,356.768,44.596,44.596,89.192,Immediate,3660,2666.2580000000003,17,0.6000000000000001,,178.38399999999996
145,317,CA-2014-164259,2014-12-28,2014-12-30,First Class,SP-20860,Corporate,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744,2014,2,SP,123.91999999999999,396.544,34.6976,24.784,99.136,Urgent,2775,4192.368,31,1.8,1-5 Days,99.136
146,318,CA-2014-164973,2014-04-11,2014-11-09,Standard Class,NM-18445,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,135.882,1,0.1,24.1568,2014,212,NM,150.98,135.882,24.1568,15.097999999999999,15.097999999999999,Standard,2915,4671.484,16,0.6000000000000001,31+ Days,135.882
147,323,CA-2014-156601,2014-09-19,2014-09-24,Standard Class,FA-14230,Corporate,United States,Long Beach,California,90805,West,OFF-FA-10000624,Office Supplies,Fasteners,OIC Binder Clips,7.16,2,0.0,3.58,2014,5,FA,7.16,14.32,7.16,0.0,0.0,Standard,2852,4165.7480000000005,20,1.5,1-5 Days,7.16
148,324,CA-2016-162138,2016-04-23,2016-04-27,Standard Class,GK-14620,Corporate,United States,Hesperia,California,92345,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,251.52,6,0.2,81.744,2016,4,GK,314.4,1509.1200000000001,490.464,62.879999999999995,377.28,Standard,2867,27631.024,39,1.8,1-5 Days,251.51999999999998
149,326,CA-2017-153339,2017-03-11,2017-05-11,Second Class,DJ-13510,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,1,0.2,0.9995,2017,61,DJ,19.99,15.992,0.9995,3.9979999999999998,3.9979999999999998,Standard,2774,8246.662,30,0.9,31+ Days,15.991999999999999
151,332,US-2016-150147,2016-04-25,2016-04-29,Second Class,JL-15850,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,82.8,2,0.4,-20.7,2016,4,JL,138.0,165.6,-41.4,55.2,110.4,Standard,3369,4459.342,23,0.8,1-5 Days,82.8
152,335,CA-2015-137946,2015-01-09,2015-04-09,Second Class,DB-13615,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,4.752,1,0.2,1.6038,2015,90,DB,5.9399999999999995,4.752,1.6038,1.188,1.188,Standard,2788,3120.218,32,1.0,31+ Days,4.752
153,338,CA-2014-129924,2014-12-07,2014-12-07,Standard Class,AC-10420,Corporate,United States,San Francisco,California,94122,West,OFF-BI-10003314,Office Supplies,Binders,Tuff Stuff Recycled Round Ring Binders,7.712,2,0.2,2.7956,2014,0,AC,9.639999999999999,15.424,5.5912,1.928,3.856,Immediate,2780,827.752,10,0.6000000000000001,,7.711999999999999
154,340,CA-2015-128167,2015-06-22,2015-06-26,Second Class,KL-16645,Consumer,United States,Layton,Utah,84041,West,OFF-FA-10000490,Office Supplies,Fasteners,"OIC Binder Clips, Mini, 1/4"" Capacity, Black",4.96,4,0.0,2.3312,2015,4,KL,4.96,19.84,9.3248,0.0,0.0,Standard,2802,25143.482,51,1.3,1-5 Days,4.96
155,341,CA-2014-122336,2014-04-13,2014-04-17,Second Class,JD-15895,Corporate,United States,Philadelphia,Pennsylvania,19140,East,OFF-AR-10000122,Office Supplies,Art,Newell 314,17.856,4,0.2,1.116,2014,4,JD,22.32,71.424,4.464,4.464,17.856,Standard,3180,24256.206000000002,47,0.7000000000000001,1-5 Days,17.856
156,345,US-2015-120712,2015-12-20,2015-12-24,Standard Class,CS-12130,Consumer,United States,Austin,Texas,78745,Central,OFF-ST-10000107,Office Supplies,Storage,Fellowes Super Stor/Drawer,88.8,4,0.2,-2.22,2015,4,CS,110.99999999999999,355.2,-8.88,22.2,88.8,Standard,3244,1662.9,16,0.4,1-5 Days,88.79999999999998
157,346,CA-2017-169901,2017-06-15,2017-06-19,Standard Class,CC-12550,Consumer,United States,San Francisco,California,94122,West,TEC-PH-10002293,Technology,Phones,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,47.976,3,0.2,4.7976,2017,4,CC,59.97,143.928,14.392800000000001,11.994,35.982,Standard,2953,482.18399999999997,12,0.4,1-5 Days,47.976
158,347,CA-2017-134306,2017-08-07,2017-12-07,Standard Class,TD-20995,Consumer,United States,Lowell,Massachusetts,01852,East,OFF-AR-10004027,Office Supplies,Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0.0,3.0996,2017,122,TD,7.56,22.68,9.2988,0.0,0.0,Standard,2792,1270.6280000000002,40,1.7,31+ Days,7.56
159,350,CA-2016-129714,2016-01-09,2016-03-09,First Class,AB-10060,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,Sabrent 4-Port USB 2.0 Hub,6.79,1,0.0,2.3086,2016,60,AB,6.79,6.79,2.3086,0.0,0.0,Standard,2860,14808.783999999998,21,0.2,31+ Days,6.79
160,355,CA-2016-138520,2016-08-04,2016-08-04,Standard Class,JL-15505,Consumer,United States,New York City,New York,10035,East,FUR-BO-10002268,Furniture,Bookcases,Sauder Barrister Bookcases,388.704,6,0.2,-4.8588,2016,0,JL,485.88,2332.224,-29.1528,97.176,583.056,Immediate,2804,4970.052,22,0.6000000000000001,,388.704
161,359,CA-2016-130001,2016-04-23,2016-04-28,Standard Class,HK-14890,Corporate,United States,Charlotte,North Carolina,28205,South,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,36.24,5,0.2,11.325,2016,5,HK,45.3,181.20000000000002,56.625,9.06,45.300000000000004,Standard,3034,5379.639999999999,34,1.4,1-5 Days,36.239999999999995
163,362,CA-2017-144904,2017-09-25,2017-09-25,Standard Class,KW-16435,Consumer,United States,New York City,New York,10009,East,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",20.7,2,0.0,9.936,2017,0,KW,20.7,41.4,19.872,0.0,0.0,Immediate,2851,21992.596,22,1.0,,20.7
164,366,CA-2014-123344,2014-09-24,2014-09-29,Standard Class,JD-16060,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10001713,Office Supplies,Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.0,8.4784,2014,5,JD,211.96,847.84,33.9136,0.0,0.0,Standard,2996,1079.184,8,0.3,1-5 Days,211.96
165,367,CA-2016-155516,2016-10-21,2016-10-21,Same Day,MK-17905,Corporate,United States,Manchester,Connecticut,06040,East,OFF-BI-10002412,Office Supplies,Binders,Wilson Jones �Snap� Scratch Pad Binder Tool for Ring Binders,23.2,4,0.0,10.44,2016,0,MK,23.2,92.8,41.76,0.0,0.0,Immediate,2894,4944.09,34,2.9,,23.2
